atsp\br17.atsp,20,20,0.7,0.7,39,
atsp\br17.atsp,20,20,0.7,0.5,39,
atsp\br17.atsp,20,20,0.7,0.3,39,
atsp\br17.atsp,20,20,0.5,0.7,41,
atsp\br17.atsp,20,20,0.5,0.5,39,
atsp\br17.atsp,20,20,0.5,0.3,39,
atsp\br17.atsp,20,20,0.3,0.7,39,
atsp\br17.atsp,20,20,0.3,0.5,40,
atsp\br17.atsp,20,20,0.3,0.3,39,
atsp\br17.atsp,20,20,0.7,0.7,40,
atsp\br17.atsp,20,20,0.7,0.5,39,
atsp\br17.atsp,20,20,0.7,0.3,39,
atsp\br17.atsp,20,20,0.5,0.7,39,
atsp\br17.atsp,20,20,0.5,0.5,42,
atsp\br17.atsp,20,20,0.5,0.3,40,
atsp\br17.atsp,20,20,0.3,0.7,39,
atsp\br17.atsp,20,20,0.3,0.5,39,
atsp\br17.atsp,20,20,0.3,0.3,39,
tsp\berlin52.tsp,20,20,0.7,0.7,6918,
tsp\berlin52.tsp,20,20,0.7,0.5,6694,
tsp\berlin52.tsp,20,20,0.7,0.3,7980,
tsp\berlin52.tsp,20,20,0.5,0.7,8656,
tsp\berlin52.tsp,20,20,0.5,0.5,8629,
tsp\berlin52.tsp,20,20,0.5,0.3,8301,
tsp\berlin52.tsp,20,20,0.3,0.7,10014,
tsp\berlin52.tsp,20,20,0.3,0.5,9008,
tsp\berlin52.tsp,20,20,0.3,0.3,8671,
atsp\br17.atsp,20,20,0.7,0.7,41
atsp\br17.atsp,20,20,0.7,0.5,41
atsp\br17.atsp,20,20,0.7,0.3,39
atsp\br17.atsp,20,20,0.5,0.7,41
atsp\br17.atsp,20,20,0.5,0.5,46
atsp\br17.atsp,20,20,0.5,0.3,39
atsp\br17.atsp,20,20,0.3,0.7,41
atsp\br17.atsp,20,20,0.3,0.5,40
atsp\br17.atsp,20,20,0.3,0.3,44
tsp\berlin52.tsp,20,20,0.7,0.7,7371
tsp\berlin52.tsp,20,20,0.7,0.5,6820
tsp\berlin52.tsp,20,20,0.7,0.3,7610
tsp\berlin52.tsp,20,20,0.5,0.7,7384
tsp\berlin52.tsp,20,20,0.5,0.5,7569
tsp\berlin52.tsp,20,20,0.5,0.3,8985
tsp\berlin52.tsp,20,20,0.3,0.7,9079
tsp\berlin52.tsp,20,20,0.3,0.5,10793
tsp\berlin52.tsp,20,20,0.3,0.3,10411
atsp\br17.atsp,20,20,0.7,0.7,39
atsp\br17.atsp,20,20,0.7,0.5,39
atsp\br17.atsp,20,20,0.7,0.3,40
atsp\br17.atsp,20,20,0.5,0.7,39
atsp\br17.atsp,20,20,0.5,0.5,41
atsp\br17.atsp,20,20,0.5,0.3,39
atsp\br17.atsp,20,20,0.3,0.7,39
atsp\br17.atsp,20,20,0.3,0.5,39
atsp\br17.atsp,20,20,0.3,0.3,39
tsp\berlin52.tsp,20,20,0.7,0.7,7906
tsp\berlin52.tsp,20,20,0.7,0.5,8022
tsp\berlin52.tsp,20,20,0.7,0.3,7397
tsp\berlin52.tsp,20,20,0.5,0.7,7993
tsp\berlin52.tsp,20,20,0.5,0.5,8643
tsp\berlin52.tsp,20,20,0.5,0.3,8195
tsp\berlin52.tsp,20,20,0.3,0.7,8348
tsp\berlin52.tsp,20,20,0.3,0.5,8827
tsp\berlin52.tsp,20,20,0.3,0.3,9715
tsp\pr439.tsp,20,20,0.7,0.7,1376517
tsp\pr439.tsp,20,20,0.7,0.5,1369006
tsp\pr439.tsp,20,20,0.7,0.3,1376147
tsp\pr439.tsp,20,20,0.5,0.7,1374250
tsp\pr439.tsp,20,20,0.5,0.5,1391851
tsp\pr439.tsp,20,20,0.5,0.3,1346091
tsp\pr439.tsp,20,20,0.3,0.7,1434996
tsp\pr439.tsp,20,20,0.3,0.5,1401129
tsp\pr439.tsp,20,20,0.3,0.3,1418115
atsp\br17.atsp,20,20,0.7,0.7,42
atsp\br17.atsp,20,20,0.7,0.5,39
atsp\br17.atsp,20,20,0.7,0.3,39
atsp\br17.atsp,20,20,0.5,0.7,39
atsp\br17.atsp,20,20,0.5,0.5,41
atsp\br17.atsp,20,20,0.5,0.3,39
atsp\br17.atsp,20,20,0.3,0.7,39
atsp\br17.atsp,20,20,0.3,0.5,40
atsp\br17.atsp,20,20,0.3,0.3,39
tsp\berlin52.tsp,20,20,0.7,0.7,8344
tsp\berlin52.tsp,20,20,0.7,0.5,8037
tsp\berlin52.tsp,20,20,0.7,0.3,8908
tsp\berlin52.tsp,20,20,0.5,0.7,7727
tsp\berlin52.tsp,20,20,0.5,0.5,9053
tsp\berlin52.tsp,20,20,0.5,0.3,9251
tsp\berlin52.tsp,20,20,0.3,0.7,8274
tsp\berlin52.tsp,20,20,0.3,0.5,9451
tsp\berlin52.tsp,20,20,0.3,0.3,8995
tsp\pr439.tsp,20,20,0.7,0.7,1322939
tsp\pr439.tsp,20,20,0.7,0.5,1372487
tsp\pr439.tsp,20,20,0.7,0.3,1306082
tsp\pr439.tsp,20,20,0.5,0.7,1383310
tsp\pr439.tsp,20,20,0.5,0.5,1342511
tsp\pr439.tsp,20,20,0.5,0.3,1395125
tsp\pr439.tsp,20,20,0.3,0.7,1420921
tsp\pr439.tsp,20,20,0.3,0.5,1446285
tsp\pr439.tsp,20,20,0.3,0.3,1447975
atsp\br17.atsp,20,20,0.7,0.7,39
atsp\br17.atsp,20,20,0.7,0.5,39
atsp\br17.atsp,20,20,0.7,0.3,39
atsp\br17.atsp,20,20,0.5,0.7,39
atsp\br17.atsp,20,20,0.5,0.5,39
atsp\br17.atsp,20,20,0.5,0.3,39
atsp\br17.atsp,20,20,0.3,0.7,39
atsp\br17.atsp,20,20,0.3,0.5,40
atsp\br17.atsp,20,20,0.3,0.3,39
tsp\berlin52.tsp,20,20,0.7,0.7,8897
tsp\berlin52.tsp,20,20,0.7,0.5,8760
tsp\berlin52.tsp,20,20,0.7,0.3,7298
tsp\berlin52.tsp,20,20,0.5,0.7,9431
tsp\berlin52.tsp,20,20,0.5,0.5,7566
tsp\berlin52.tsp,20,20,0.5,0.3,9027
tsp\berlin52.tsp,20,20,0.3,0.7,9350
tsp\berlin52.tsp,20,20,0.3,0.5,9634
tsp\berlin52.tsp,20,20,0.3,0.3,9478
tsp\pr1002.tsp,20,20,0.7,0.7,5256415
tsp\pr1002.tsp,20,20,0.7,0.5,5298770
tsp\pr1002.tsp,20,20,0.7,0.3,5250785
tsp\pr1002.tsp,20,20,0.5,0.7,5231906
tsp\pr1002.tsp,20,20,0.5,0.5,5325048
tsp\pr1002.tsp,20,20,0.5,0.3,5261794
tsp\pr1002.tsp,20,20,0.3,0.7,5408089
tsp\pr1002.tsp,20,20,0.3,0.5,5467552
tsp\pr1002.tsp,20,20,0.3,0.3,5469050
tsp\pr439.tsp,20,20,0.7,0.7,1307568
tsp\pr439.tsp,20,20,0.7,0.5,1347592
tsp\pr439.tsp,20,20,0.7,0.3,1339704
tsp\pr439.tsp,20,20,0.5,0.7,1343036
tsp\pr439.tsp,20,20,0.5,0.5,1389752
tsp\pr439.tsp,20,20,0.5,0.3,1371470
tsp\pr439.tsp,20,20,0.3,0.7,1437799
tsp\pr439.tsp,20,20,0.3,0.5,1433490
tsp\pr439.tsp,20,20,0.3,0.3,1435463
atsp\br17.atsp,20,20,0.7,0.7,39
atsp\br17.atsp,20,20,0.7,0.5,39
atsp\br17.atsp,20,20,0.7,0.3,39
atsp\br17.atsp,20,20,0.5,0.7,41
atsp\br17.atsp,20,20,0.5,0.5,40
atsp\br17.atsp,20,20,0.5,0.3,41
atsp\br17.atsp,20,20,0.3,0.7,39
atsp\br17.atsp,20,20,0.3,0.5,39
atsp\br17.atsp,20,20,0.3,0.3,44
tsp\berlin52.tsp,20,20,0.7,0.7,7541
tsp\berlin52.tsp,20,20,0.7,0.5,8403
tsp\berlin52.tsp,20,20,0.7,0.3,7128
tsp\berlin52.tsp,20,20,0.5,0.7,7327
tsp\berlin52.tsp,20,20,0.5,0.5,9028
tsp\berlin52.tsp,20,20,0.5,0.3,8754
tsp\berlin52.tsp,20,20,0.3,0.7,11131
tsp\berlin52.tsp,20,20,0.3,0.5,8429
tsp\berlin52.tsp,20,20,0.3,0.3,9760
atsp\br17.atsp,20,20,0.7,0.7,39
atsp\br17.atsp,20,20,0.7,0.5,39
atsp\br17.atsp,20,20,0.7,0.3,39
atsp\br17.atsp,20,20,0.5,0.7,39
atsp\br17.atsp,20,20,0.5,0.5,40
atsp\br17.atsp,20,20,0.5,0.3,39
atsp\br17.atsp,20,20,0.3,0.7,41
atsp\br17.atsp,20,20,0.3,0.5,40
atsp\br17.atsp,20,20,0.3,0.3,39
tsp\berlin52.tsp,20,20,0.7,0.7,8431
tsp\berlin52.tsp,20,20,0.7,0.5,7092
tsp\berlin52.tsp,20,20,0.7,0.3,8247
tsp\berlin52.tsp,20,20,0.5,0.7,9123
tsp\berlin52.tsp,20,20,0.5,0.5,7639
tsp\berlin52.tsp,20,20,0.5,0.3,8828
tsp\berlin52.tsp,20,20,0.3,0.7,9138
tsp\berlin52.tsp,20,20,0.3,0.5,10853
tsp\berlin52.tsp,20,20,0.3,0.3,9166
